bcr_sample_barcode	shipment_portion_bcr_aliquot_barcode	shipment_portion_day_of_shipment	shipment_portion_month_of_shipment	shipment_portion_year_of_shipment	bcr_shipment_portion_uuid	center_id	plate_id	portion_number
TCGA-AN-A0FW-01A	TCGA-AN-A0FW-01A-21-A13C-20	18	3	2011	3eec78cf-bead-4279-b0b3-60b9dea9496f	20	A13C	21
TCGA-AN-A0FX-01A	TCGA-AN-A0FX-01A-21-A13C-20	18	3	2011	14bd231c-c5f5-4e4a-a2e3-4ee4a17248af	20	A13C	21
TCGA-AN-A0FY-01A	TCGA-AN-A0FY-01A-21-A13C-20	18	3	2011	22b79545-b004-46b6-a9dc-02285b1e2988	20	A13C	21
TCGA-AN-A0FZ-01A	TCGA-AN-A0FZ-01A-21-A13C-20	18	3	2011	e91f0195-b30d-4641-b90c-5f5b2082c391	20	A13C	21
TCGA-AN-A0G0-01A	TCGA-AN-A0G0-01A-21-A13C-20	18	3	2011	8675dc8b-b185-4aa8-9c1c-60505e502215	20	A13C	21
TCGA-AN-A0XN-01A	TCGA-AN-A0XN-01A-11-A13D-20	18	3	2011	20ec155a-e210-4e70-8de0-236318167eff	20	A13D	11
TCGA-AN-A0XO-01A	TCGA-AN-A0XO-01A-21-A13D-20	17	3	2011	591208e6-48b0-4a0a-b925-255e07225396	20	A13D	21
TCGA-AN-A0XP-01A	TCGA-AN-A0XP-01A-21-A13D-20	18	3	2011	a4ce1a58-da4d-4beb-9785-856f1d1a72e5	20	A13D	21
TCGA-AN-A0XS-01A	TCGA-AN-A0XS-01A-11-A13D-20	18	3	2011	7ca812ab-5eb8-4ae0-8da0-8a53020c32ef	20	A13D	11
TCGA-AN-A0XT-01A	TCGA-AN-A0XT-01A-21-A13D-20	18	3	2011	95d4260a-5886-44ff-824f-6c2c76c9c1bc	20	A13D	21
TCGA-AN-A0XU-01A	TCGA-AN-A0XU-01A-21-A13D-20	18	3	2011	fa8604b6-7128-4db4-bfaf-6f1000fb4017	20	A13D	21
TCGA-AN-A0XW-01A	TCGA-AN-A0XW-01A-21-A13D-20	18	3	2011	a8db4abd-7071-4135-96f6-dfcd0f003f02	20	A13D	21
TCGA-AO-A03L-01A	TCGA-AO-A03L-01A-31-A13A-20	17	3	2011	f54048ea-ae8d-4786-b466-a9f4604507e0	20	A13A	31
TCGA-AO-A03M-01B	TCGA-AO-A03M-01B-21-A13E-20	18	3	2011	dbfbb734-f8c7-46df-b27b-0320a0372428	20	A13E	21
TCGA-AO-A03N-01B	TCGA-AO-A03N-01B-21-A13E-20	18	3	2011	0a7af48e-5b73-42e8-acf6-a0bca1372cc4	20	A13E	21
TCGA-AO-A03O-01A	TCGA-AO-A03O-01A-31-A13A-20	17	3	2011	191dae29-7228-4645-9efe-8c80596a5e50	20	A13A	31
TCGA-AO-A03P-01A	TCGA-AO-A03P-01A-31-A13A-20	18	3	2011	dafdae39-54bf-4a1a-a15b-3538e36ed42c	20	A13A	31
TCGA-AO-A03U-01B	TCGA-AO-A03U-01B-11-A13E-20	18	3	2011	93635795-8741-4a0d-b538-48fb08377942	20	A13E	11
TCGA-AO-A0J2-01A	TCGA-AO-A0J2-01A-21-A13A-20	18	3	2011	c8e29a9a-2a2c-49ad-8101-2f74df959c0c	20	A13A	21
TCGA-AO-A0J3-01A	TCGA-AO-A0J3-01A-21-A13B-20	18	3	2011	67394de8-86f3-40e0-b897-52e23c163647	20	A13B	21
TCGA-AO-A0J5-01A	TCGA-AO-A0J5-01A-21-A13A-20	17	3	2011	42dea565-bb3c-4c5f-badc-b1615a3482e4	20	A13A	21
TCGA-AO-A0J6-01A	TCGA-AO-A0J6-01A-21-A13A-20	18	3	2011	13c00c4c-d6c9-4d3f-b63d-780757d0e5e1	20	A13A	21
TCGA-AO-A0J7-01A	TCGA-AO-A0J7-01A-21-A13B-20	18	3	2011	dd6cd205-238d-4ba8-88db-6f0028931ca7	20	A13B	21
TCGA-AO-A0J8-01A	TCGA-AO-A0J8-01A-11-A13A-20	18	3	2011	287094b7-2cf5-415d-81f7-5ef0196d181c	20	A13A	11
TCGA-AO-A0J9-01A	TCGA-AO-A0J9-01A-21-A13B-20	18	3	2011	5141cf13-4997-4411-b0d5-9d2ecb048cdb	20	A13B	21
TCGA-AO-A0JB-01A	TCGA-AO-A0JB-01A-21-A13A-20	17	3	2011	a9a1fd2e-401f-4469-87fd-a42b3680c32b	20	A13A	21
TCGA-AO-A0JC-01A	TCGA-AO-A0JC-01A-21-A13A-20	18	3	2011	020a471c-8f4c-40c5-b4e2-6181b5499a0a	20	A13A	21
TCGA-AO-A0JD-01A	TCGA-AO-A0JD-01A-21-A13B-20	18	3	2011	ac0bdea2-ebe1-454a-8425-960820b9a1ad	20	A13B	21
TCGA-AO-A0JE-01A	TCGA-AO-A0JE-01A-21-A13B-20	18	3	2011	d9cdfaa4-a07d-4172-9ffd-67fb62cc8d9a	20	A13B	21
TCGA-AO-A0JF-01A	TCGA-AO-A0JF-01A-21-A13B-20	17	3	2011	c730759a-51df-45f0-94f3-c9054b9f40ff	20	A13B	21
TCGA-AO-A0JG-01A	TCGA-AO-A0JG-01A-21-A13C-20	18	3	2011	a9d2c3f6-0a53-4e38-8a3c-93bf0748df8f	20	A13C	21
TCGA-AO-A0JI-01A	TCGA-AO-A0JI-01A-11-A13A-20	18	3	2011	ff238c04-e4ff-43e6-8ee6-38828939ed9f	20	A13A	11
TCGA-AO-A0JJ-01A	TCGA-AO-A0JJ-01A-21-A13A-20	17	3	2011	c4fcf63c-a35e-451c-bf06-64b36bc30ba0	20	A13A	21
TCGA-AO-A0JL-01A	TCGA-AO-A0JL-01A-21-A13A-20	17	3	2011	8299edee-f043-4cf2-8dc5-501df636be7d	20	A13A	21
TCGA-AO-A0JM-01A	TCGA-AO-A0JM-01A-11-A13A-20	17	3	2011	f53d3976-6b25-4a6d-9969-89f363a1b810	20	A13A	11
TCGA-AO-A124-01A	TCGA-AO-A124-01A-21-A13E-20	18	3	2011	184cfad8-a50d-4212-b808-dd5a0275cc32	20	A13E	21
TCGA-AO-A126-01A	TCGA-AO-A126-01A-21-A13E-20	18	3	2011	da59b9c1-ff1d-4949-ac71-087257291201	20	A13E	21
TCGA-AO-A128-01A	TCGA-AO-A128-01A-21-A13E-20	18	3	2011	b629bd13-8d7f-4bff-aa80-08dec4b64d8e	20	A13E	21
TCGA-AO-A129-01A	TCGA-AO-A129-01A-11-A13E-20	18	3	2011	480c68cf-c569-476a-86eb-cd14d5ba6b54	20	A13E	11
TCGA-AO-A12A-01A	TCGA-AO-A12A-01A-11-A13E-20	18	3	2011	e6f501dd-64cd-404e-92f3-56c0de08d987	20	A13E	11
TCGA-AO-A12B-01A	TCGA-AO-A12B-01A-21-A13E-20	18	3	2011	1ecefd90-2eeb-48bb-9f53-3c5ccdfa465c	20	A13E	21
TCGA-AO-A12C-01A	TCGA-AO-A12C-01A-21-A13E-20	18	3	2011	6b20b15d-4ebc-4169-a36c-e9abab1dd6f0	20	A13E	21
TCGA-AO-A12D-01A	TCGA-AO-A12D-01A-21-A13E-20	18	3	2011	1dd0fa5e-8122-4008-a89b-025ed17a3dd9	20	A13E	21
TCGA-AO-A12E-01A	TCGA-AO-A12E-01A-21-A13E-20	18	3	2011	b6ec964a-db35-4120-aaaf-f3018a330490	20	A13E	21
TCGA-AO-A12F-01A	TCGA-AO-A12F-01A-21-A13D-20	17	3	2011	8f64c41b-17ee-40d2-98d6-4c483e5d5384	20	A13D	21
TCGA-AO-A12G-01A	TCGA-AO-A12G-01A-21-A13D-20	18	3	2011	e5214399-e1f0-42f1-be38-366c47e438fa	20	A13D	21
TCGA-AO-A12H-01A	TCGA-AO-A12H-01A-21-A13D-20	18	3	2011	6988badd-172f-4880-9ad6-75f7896112bb	20	A13D	21
TCGA-AO-A1KO-01A	TCGA-AO-A1KO-01A-41-A17I-20	27	7	2011	A17C27F3-818B-4FBB-AA5D-AB86494F4456	20	A17I	41
TCGA-AO-A1KP-01A	TCGA-AO-A1KP-01A-21-A17I-20	27	7	2011	A69B3E33-9FA5-47F1-931D-D100136D9D80	20	A17I	21
TCGA-AO-A1KQ-01A	TCGA-AO-A1KQ-01A-21-A17I-20	27	7	2011	CCDAEF5F-D816-426D-8E4F-B1BC561A11C5	20	A17I	21
TCGA-AO-A1KR-01A	TCGA-AO-A1KR-01A-21-A17I-20	27	7	2011	209B9CA9-04FE-441D-915A-B8F4EF9E4B74	20	A17I	21
TCGA-AO-A1KS-01A	TCGA-AO-A1KS-01A-21-A17I-20	27	7	2011	6022E4A0-4BD2-4D51-AC93-56F6B54DFA39	20	A17I	21
TCGA-AO-A1KT-01A	TCGA-AO-A1KT-01A-21-A17I-20	27	7	2011	C440C6D0-6B35-4764-BE41-CD4CA2D3C713	20	A17I	21
TCGA-AQ-A04L-01B	TCGA-AQ-A04L-01B-11-A13D-20	18	3	2011	16b9cd57-86e9-4409-8ad3-02d5a4540f0f	20	A13D	11
TCGA-AQ-A1H2-01A	TCGA-AQ-A1H2-01A-21-A17I-20	27	7	2011	8191DC7A-6508-44AA-BEB6-397C035C8052	20	A17I	21
TCGA-AQ-A1H3-01A	TCGA-AQ-A1H3-01A-41-A17I-20	27	7	2011	BA38E345-7C27-4AB0-A8E9-57B727FEC06C	20	A17I	41
TCGA-AR-A0TP-01A	TCGA-AR-A0TP-01A-21-A13C-20	17	3	2011	c8173431-25a0-4853-a0ca-7df5c5cf40e8	20	A13C	21
TCGA-AR-A0TQ-01A	TCGA-AR-A0TQ-01A-21-A13C-20	18	3	2011	e214f5bd-2ee3-4f27-b1e4-2895df122c9f	20	A13C	21
TCGA-AR-A0TR-01A	TCGA-AR-A0TR-01A-21-A13C-20	18	3	2011	64d25a8c-e5fc-42f2-8d71-7cf2afb1d9ff	20	A13C	21
TCGA-AR-A0TS-01A	TCGA-AR-A0TS-01A-21-A13C-20	17	3	2011	3dd4ebe5-1445-46c9-8815-f9a3dc659585	20	A13C	21
TCGA-AR-A0TT-01A	TCGA-AR-A0TT-01A-21-A13C-20	18	3	2011	5f13706f-5c4d-421f-9b16-eaeec34f283b	20	A13C	21
TCGA-AR-A0TU-01A	TCGA-AR-A0TU-01A-21-A13C-20	18	3	2011	3c72159d-4ac6-4f06-89f5-4e7bc6a4e134	20	A13C	21
TCGA-AR-A0TV-01A	TCGA-AR-A0TV-01A-11-A13D-20	18	3	2011	457d54a9-a2c9-4747-928c-4c428e187548	20	A13D	11
TCGA-AR-A0TW-01A	TCGA-AR-A0TW-01A-21-A13D-20	18	3	2011	d09f498e-9952-4926-b6e2-56e774b0bdcf	20	A13D	21
TCGA-AR-A0TX-01A	TCGA-AR-A0TX-01A-21-A13D-20	18	3	2011	82828084-520c-4384-aa18-0d668bfa5ed6	20	A13D	21
TCGA-AR-A0TY-01A	TCGA-AR-A0TY-01A-21-A13D-20	18	3	2011	8a76d3b0-5e1c-48d9-a325-71be8a93a093	20	A13D	21
TCGA-AR-A0TZ-01A	TCGA-AR-A0TZ-01A-21-A13D-20	18	3	2011	5afd9456-59f9-44d4-ac7c-b086ef899105	20	A13D	21
TCGA-AR-A0U0-01A	TCGA-AR-A0U0-01A-21-A13D-20	18	3	2011	4c67c3c8-cc93-4bb4-a8c6-76232335c00f	20	A13D	21
TCGA-AR-A0U1-01A	TCGA-AR-A0U1-01A-21-A13C-20	18	3	2011	9b542860-aebc-49d8-a1a3-3f693c8b119a	20	A13C	21
TCGA-AR-A0U2-01A	TCGA-AR-A0U2-01A-21-A13D-20	18	3	2011	bb541d0b-a4ba-482a-b4ff-427185e70239	20	A13D	21
TCGA-AR-A0U3-01A	TCGA-AR-A0U3-01A-21-A13C-20	18	3	2011	c5be7166-dd6f-422d-b420-ee73dc2675f4	20	A13C	21
TCGA-AR-A0U4-01A	TCGA-AR-A0U4-01A-21-A13D-20	18	3	2011	e4120a7f-41ff-4928-a173-0cb5f7fb8674	20	A13D	21
TCGA-AR-A1AH-01A	TCGA-AR-A1AH-01A-21-A13E-20	18	3	2011	180cde2e-13d3-462d-bba2-ae37bdee0f3f	20	A13E	21
TCGA-AR-A1AI-01A	TCGA-AR-A1AI-01A-21-A13E-20	18	3	2011	d872badb-8c24-48fe-b482-6b3c262a4259	20	A13E	21
TCGA-AR-A1AJ-01A	TCGA-AR-A1AJ-01A-31-A13E-20	18	3	2011	26cb824a-251d-4b4c-a00c-19de6d7e2562	20	A13E	31
TCGA-AR-A1AK-01A	TCGA-AR-A1AK-01A-31-A13E-20	18	3	2011	f0e4daf7-c2e8-40e8-826e-1cb9df14327e	20	A13E	31
TCGA-AR-A1AL-01A	TCGA-AR-A1AL-01A-31-A13E-20	18	3	2011	12c1530b-8aaf-4eb5-bda4-5d3225242d79	20	A13E	31
TCGA-AR-A1AO-01A	TCGA-AR-A1AO-01A-21-A13E-20	18	3	2011	310b6320-7ad9-4977-9c23-e80e0500e94c	20	A13E	21
TCGA-AR-A1AP-01A	TCGA-AR-A1AP-01A-21-A13E-20	18	3	2011	07e57b56-5370-4a69-86e4-cdd0955d371b	20	A13E	21
TCGA-AR-A1AQ-01A	TCGA-AR-A1AQ-01A-21-A13E-20	18	3	2011	23358473-9909-47ff-b683-d046e292d504	20	A13E	21
TCGA-AR-A1AS-01A	TCGA-AR-A1AS-01A-21-A13E-20	18	3	2011	0db7dee4-ca2e-4f47-a9bc-5e55ca0df269	20	A13E	21
TCGA-AR-A1AT-01A	TCGA-AR-A1AT-01A-21-A13E-20	18	3	2011	6605222f-3dc9-4a93-987e-a8720dc38b32	20	A13E	21
TCGA-AR-A1AU-01A	TCGA-AR-A1AU-01A-21-A13E-20	18	3	2011	48cc7955-160a-4e19-aafc-4fad203a9082	20	A13E	21
TCGA-AR-A1AV-01A	TCGA-AR-A1AV-01A-31-A13E-20	18	3	2011	9432773f-696b-4104-9232-c6e6a6a379c2	20	A13E	31
TCGA-AR-A1AW-01A	TCGA-AR-A1AW-01A-11-A13E-20	18	3	2011	15e9c25c-1736-4fed-9c7f-5a2f86ee7248	20	A13E	11
TCGA-AR-A1AX-01A	TCGA-AR-A1AX-01A-21-A13E-20	18	3	2011	f30b231a-6dd9-4ae5-a0d4-34056bcbd5f8	20	A13E	21
TCGA-AR-A1AY-01A	TCGA-AR-A1AY-01A-11-A13E-20	18	3	2011	1815b916-4da0-4ada-9774-7231a10c6862	20	A13E	11
TCGA-AR-A24K-01A	TCGA-AR-A24K-01A-21-A17I-20	22	7	2011	6308773F-3789-47C1-8254-EAF5F9801868	20	A17I	21
TCGA-AR-A24L-01A	TCGA-AR-A24L-01A-21-A17I-20	22	7	2011	E1BD54AA-7E28-47CE-98FB-95593EE07F96	20	A17I	21
TCGA-AR-A24M-01A	TCGA-AR-A24M-01A-21-A17I-20	22	7	2011	8728CAB4-4860-4753-AA84-05F91F245005	20	A17I	21
TCGA-AR-A24N-01A	TCGA-AR-A24N-01A-21-A17I-20	22	7	2011	90813751-60F8-4E79-BFD3-1F363203A029	20	A17I	21
TCGA-AR-A24O-01A	TCGA-AR-A24O-01A-21-A17I-20	22	7	2011	C364ACC4-6658-4DEB-97FF-A367022C6958	20	A17I	21
TCGA-AR-A24P-01A	TCGA-AR-A24P-01A-21-A17I-20	22	7	2011	085B7387-61DF-4F55-A320-72C165BF8647	20	A17I	21
TCGA-AR-A24Q-01A	TCGA-AR-A24Q-01A-21-A17I-20	22	7	2011	F39FE8FB-2C5E-403B-ACEB-BD9604F1A25E	20	A17I	21
TCGA-AR-A24R-01A	TCGA-AR-A24R-01A-21-A17I-20	22	7	2011	1734096F-0942-4ABE-ACB4-CD6E183080C0	20	A17I	21
TCGA-AR-A24S-01A	TCGA-AR-A24S-01A-21-A17I-20	22	7	2011	9E00E8B9-5977-4A9C-AEF4-C9F3E8007475	20	A17I	21
TCGA-AR-A24T-01A	TCGA-AR-A24T-01A-21-A17I-20	22	7	2011	7C08CDC2-F620-4BA3-9A66-37BD23D75D3E	20	A17I	21
TCGA-AR-A24U-01A	TCGA-AR-A24U-01A-21-A17I-20	22	7	2011	C0592373-1465-46D8-984A-2C02E0C53CFC	20	A17I	21
TCGA-AR-A24V-01A	TCGA-AR-A24V-01A-11-A17I-20	22	7	2011	38C6AF12-C50F-4DBE-8130-0B737B29390A	20	A17I	11
TCGA-AR-A24W-01A	TCGA-AR-A24W-01A-21-A17I-20	22	7	2011	BB6402D2-2BC7-461A-8143-4E6939BB6813	20	A17I	21
TCGA-AR-A24X-01A	TCGA-AR-A24X-01A-21-A17I-20	22	7	2011	44E1A92C-DABB-4FDB-936C-BD1DFB2719AC	20	A17I	21
TCGA-AR-A24Z-01A	TCGA-AR-A24Z-01A-21-A17I-20	22	7	2011	93FA3C81-01CE-4073-811D-146D1EF739AC	20	A17I	21
TCGA-AR-A250-01A	TCGA-AR-A250-01A-41-A17I-20	27	7	2011	1C3C4E67-CD5B-42B6-9CD8-5F18356A8E80	20	A17I	41
TCGA-AR-A251-01A	TCGA-AR-A251-01A-21-A17I-20	22	7	2011	4378EAF7-993D-40B3-AB7F-1A909C768A47	20	A17I	21
TCGA-AR-A252-01A	TCGA-AR-A252-01A-21-A17I-20	22	7	2011	8FD7447F-07C3-4BD3-A877-7BF96DB17D03	20	A17I	21
TCGA-AR-A254-01A	TCGA-AR-A254-01A-11-A17I-20	22	7	2011	A7BA4821-8817-4411-A013-904B5C771B9E	20	A17I	11
TCGA-AR-A255-01A	TCGA-AR-A255-01A-21-A17I-20	22	7	2011	1F885532-B89A-406C-AF84-BCFC9441AE2A	20	A17I	21
TCGA-AR-A256-01A	TCGA-AR-A256-01A-21-A17I-20	22	7	2011	C98C88EE-F8ED-444B-A51C-67E6D942A8B5	20	A17I	21
TCGA-B6-A0I2-01A	TCGA-B6-A0I2-01A-21-A13C-20	18	3	2011	3c520911-0d5d-4a69-bef5-f2666b99544c	20	A13C	21
TCGA-B6-A0I6-01A	TCGA-B6-A0I6-01A-21-A13B-20	18	3	2011	4b55651d-88f5-411e-9986-702e8173a3d9	20	A13B	21
TCGA-B6-A0I8-01A	TCGA-B6-A0I8-01A-21-A13B-20	17	3	2011	b8370b84-548e-42c1-8cf5-435502ae0050	20	A13B	21
TCGA-B6-A0I9-01A	TCGA-B6-A0I9-01A-21-A13B-20	18	3	2011	be91388f-7261-4e1a-94a0-29215be9bb4d	20	A13B	21
TCGA-B6-A0IB-01A	TCGA-B6-A0IB-01A-21-A13B-20	17	3	2011	5e4f32df-eccb-4283-b97e-41addb397f4b	20	A13B	21
TCGA-B6-A0IG-01A	TCGA-B6-A0IG-01A-21-A13B-20	18	3	2011	439c88c2-8efe-4981-96b8-015a9360ec6a	20	A13B	21
TCGA-B6-A0IJ-01A	TCGA-B6-A0IJ-01A-21-A13B-20	17	3	2011	25933fc4-60a0-4223-af5f-c8eed92f0f02	20	A13B	21
TCGA-B6-A0IK-01A	TCGA-B6-A0IK-01A-21-A13B-20	18	3	2011	3d6a2ce9-3d70-4bec-80f1-bd5035ae2b3d	20	A13B	21
TCGA-B6-A0IO-01A	TCGA-B6-A0IO-01A-21-A13B-20	17	3	2011	f7075f2f-6892-4338-b042-1c48529275bd	20	A13B	21
TCGA-B6-A0IQ-01A	TCGA-B6-A0IQ-01A-21-A13B-20	18	3	2011	940d8074-3223-49f6-8d86-d50e9ae69c9b	20	A13B	21
TCGA-B6-A0RG-01A	TCGA-B6-A0RG-01A-21-A13C-20	18	3	2011	5da7a020-3d19-499b-9941-2028de5c5a3e	20	A13C	21
TCGA-B6-A0RH-01A	TCGA-B6-A0RH-01A-11-A13C-20	18	3	2011	90975b3f-f130-4032-804a-88f06b0d3147	20	A13C	11
TCGA-B6-A0RL-01A	TCGA-B6-A0RL-01A-21-A13C-20	17	3	2011	0ca6a866-1fd5-4144-80a9-01cc7f7caa9c	20	A13C	21
TCGA-B6-A0RM-01A	TCGA-B6-A0RM-01A-21-A13C-20	18	3	2011	10cf7b61-7523-4c17-a786-618537217cff	20	A13C	21
TCGA-B6-A0RN-01A	TCGA-B6-A0RN-01A-21-A13C-20	18	3	2011	734fdc04-4666-4ae2-898f-d375c47eb33b	20	A13C	21
TCGA-B6-A0RO-01A	TCGA-B6-A0RO-01A-11-A13C-20	18	3	2011	02857059-5b3e-4a7a-a0e0-93ee7f90cfff	20	A13C	11
TCGA-B6-A0RP-01A	TCGA-B6-A0RP-01A-11-A13C-20	18	3	2011	ac2921f3-13fa-457b-b436-1da8977a163c	20	A13C	11
TCGA-B6-A0RQ-01A	TCGA-B6-A0RQ-01A-21-A13C-20	18	3	2011	23aabbc3-fe66-44d8-8640-5c153f409754	20	A13C	21
TCGA-B6-A0RT-01A	TCGA-B6-A0RT-01A-11-A13C-20	17	3	2011	f4b94eba-e9e8-4f06-812e-7f68eefa407b	20	A13C	11
TCGA-B6-A0RU-01A	TCGA-B6-A0RU-01A-21-A13C-20	18	3	2011	608bb166-ceaa-49d5-ae7d-d4060e8c6dc2	20	A13C	21
TCGA-B6-A0RV-01A	TCGA-B6-A0RV-01A-21-A13C-20	18	3	2011	f132d6af-68eb-4b00-8a2d-84322ac5758b	20	A13C	21
TCGA-B6-A0WX-01A	TCGA-B6-A0WX-01A-21-A13D-20	18	3	2011	f484ca3b-7c40-42fe-b5aa-a73453b45b0b	20	A13D	21
TCGA-B6-A0X0-01A	TCGA-B6-A0X0-01A-11-A13D-20	17	3	2011	1831ec43-6958-4950-8b0f-dd822fc81f17	20	A13D	11
TCGA-B6-A0X1-01A	TCGA-B6-A0X1-01A-21-A13D-20	18	3	2011	03c36239-f261-44e4-829b-01e679a414ad	20	A13D	21
TCGA-BH-A0AU-01A	TCGA-BH-A0AU-01A-21-A13C-20	18	3	2011	6b8a5434-3207-46f0-836b-542e427d22d5	20	A13C	21
TCGA-BH-A0AV-01A	TCGA-BH-A0AV-01A-21-A13C-20	18	3	2011	9a298279-0097-4dfc-bfb0-b119b92d1fd7	20	A13C	21
TCGA-BH-A0AY-01A	TCGA-BH-A0AY-01A-11-A13B-20	18	3	2011	71b12add-c266-433f-b842-86be8893fb06	20	A13B	11
TCGA-BH-A0AZ-01A	TCGA-BH-A0AZ-01A-11-A13A-20	18	3	2011	e7b4dae9-ba72-4281-a84c-9207120cfd65	20	A13A	11
TCGA-BH-A0B0-01A	TCGA-BH-A0B0-01A-11-A13C-20	17	3	2011	3e408dd6-0e42-4310-909b-95a91fe6cd3c	20	A13C	11
TCGA-BH-A0B1-01A	TCGA-BH-A0B1-01A-21-A13C-20	18	3	2011	cb0ffa62-bbfe-481a-9eda-099f9381319e	20	A13C	21
TCGA-BH-A0B2-01A	TCGA-BH-A0B2-01A-21-A13C-20	18	3	2011	2cdcaddf-2dd3-492b-a08f-71adc1065fec	20	A13C	21
TCGA-BH-A0B3-01A	TCGA-BH-A0B3-01A-21-A13A-20	18	3	2011	971d0c2f-844b-45a2-a541-05189e0278d4	20	A13A	21
TCGA-BH-A0B4-01A	TCGA-BH-A0B4-01A-21-A13C-20	18	3	2011	8406b2cf-e6f8-40ac-b0e9-f63535cc3574	20	A13C	21
TCGA-BH-A0B5-01A	TCGA-BH-A0B5-01A-21-A13C-20	18	3	2011	e6f7c6af-6c88-4305-a8f4-d8ea46f8b302	20	A13C	21
TCGA-BH-A0B7-01A	TCGA-BH-A0B7-01A-21-A13B-20	18	3	2011	c759e411-0873-4535-8b6d-ed41dd2e6fba	20	A13B	21
TCGA-BH-A0B9-01A	TCGA-BH-A0B9-01A-21-A13C-20	18	3	2011	99bf951a-a4c0-424e-bdf5-4308ec20f38d	20	A13C	21
TCGA-BH-A0BA-01A	TCGA-BH-A0BA-01A-21-A13C-20	18	3	2011	348679c1-9edf-44d0-96e2-83602db6c2e7	20	A13C	21
TCGA-BH-A0BC-01A	TCGA-BH-A0BC-01A-11-A13B-20	18	3	2011	6b66ea4c-8556-4fc6-8014-f99e59727021	20	A13B	11
TCGA-BH-A0BF-01A	TCGA-BH-A0BF-01A-11-A13C-20	17	3	2011	3d84a5c4-09f1-44f6-9ae6-dcb6a3c19b81	20	A13C	11
TCGA-BH-A0BJ-01A	TCGA-BH-A0BJ-01A-21-A13A-20	18	3	2011	188575e2-83fd-4463-8bd3-aed928b5acf0	20	A13A	21
TCGA-BH-A0BM-01A	TCGA-BH-A0BM-01A-21-A13B-20	18	3	2011	f8cccdf6-fdf0-43a1-86f9-4897d845db8c	20	A13B	21
TCGA-BH-A0BO-01A	TCGA-BH-A0BO-01A-11-A13B-20	18	3	2011	6f30f209-57e0-4430-8132-4c36bcc0862c	20	A13B	11
TCGA-BH-A0BP-01A	TCGA-BH-A0BP-01A-21-A13C-20	17	3	2011	4ab91e5f-6fff-4de9-a249-9013a79f6a10	20	A13C	21
TCGA-BH-A0BQ-01A	TCGA-BH-A0BQ-01A-11-A13C-20	17	3	2011	f74f1027-b835-4e74-976c-8a884db74123	20	A13C	11
TCGA-BH-A0BR-01A	TCGA-BH-A0BR-01A-11-A13C-20	18	3	2011	94b57709-97e9-4421-a146-e82570a42258	20	A13C	11
TCGA-BH-A0BS-01A	TCGA-BH-A0BS-01A-21-A13A-20	18	3	2011	bc9af2fb-d022-40cc-9fca-685bd206e71b	20	A13A	21
TCGA-BH-A0BT-01A	TCGA-BH-A0BT-01A-21-A13C-20	18	3	2011	99e5ad3c-e46a-4d06-9feb-33f1b3819e6f	20	A13C	21
TCGA-BH-A0BV-01A	TCGA-BH-A0BV-01A-21-A13B-20	18	3	2011	7815a57a-e2d9-42ae-93f3-6ddcf1f33ab2	20	A13B	21
TCGA-BH-A0BW-01A	TCGA-BH-A0BW-01A-21-A13B-20	18	3	2011	a5fc2a17-0d67-4a6f-ae45-373d3cc91129	20	A13B	21
TCGA-BH-A0BZ-01A	TCGA-BH-A0BZ-01A-21-A13B-20	17	3	2011	d2de5993-e58f-4d41-812b-2a355dd855ea	20	A13B	21
TCGA-BH-A0C0-01A	TCGA-BH-A0C0-01A-11-A13B-20	18	3	2011	a4009327-f700-4c89-88fa-a560641ab193	20	A13B	11
TCGA-BH-A0C1-01B	TCGA-BH-A0C1-01B-21-A13D-20	17	3	2011	dc364a19-d15e-4c8e-8d9b-cbd70b27d532	20	A13D	21
TCGA-BH-A0C3-01A	TCGA-BH-A0C3-01A-11-A13C-20	18	3	2011	42fa3207-2c4f-4499-99b8-fe5275232eed	20	A13C	11
TCGA-BH-A0C7-01B	TCGA-BH-A0C7-01B-21-A13D-20	18	3	2011	0846b423-a60b-4c54-9224-b9d129fb3278	20	A13D	21
TCGA-BH-A0DD-01A	TCGA-BH-A0DD-01A-21-A13B-20	18	3	2011	7ac181c9-6dba-4e27-a5fc-09cf02f735cf	20	A13B	21
TCGA-BH-A0DG-01A	TCGA-BH-A0DG-01A-11-A13B-20	18	3	2011	c74c7143-1584-4072-872f-405fd8e3bf0c	20	A13B	11
TCGA-BH-A0DH-01A	TCGA-BH-A0DH-01A-21-A13B-20	18	3	2011	ce59142d-05cc-4392-92d4-806c8136465b	20	A13B	21
TCGA-BH-A0DI-01A	TCGA-BH-A0DI-01A-11-A13B-20	18	3	2011	12b20a6c-5b0f-4014-85f5-b411c0ad5651	20	A13B	11
TCGA-BH-A0DK-01A	TCGA-BH-A0DK-01A-11-A13B-20	18	3	2011	1ae8085b-99e9-4a9c-94a7-bcf4f903b95a	20	A13B	11
TCGA-BH-A0DL-01A	TCGA-BH-A0DL-01A-21-A13B-20	18	3	2011	301ec456-dd25-42ff-9779-a4f7f86ff509	20	A13B	21
TCGA-BH-A0DP-01A	TCGA-BH-A0DP-01A-11-A13B-20	18	3	2011	2816036d-ed53-4c0d-b7fa-5a72f37da510	20	A13B	11
TCGA-BH-A0DS-01A	TCGA-BH-A0DS-01A-21-A13B-20	18	3	2011	ad643947-edbf-4a15-a959-76ffd5589907	20	A13B	21
